1.00E+00,0.00E+00,1.00E+02
2,0,
3,1,
7,0,
8,0,
9,0,
10,0,
12,0,
13,1,
14,1,
16,1,
17,1,
18,0,
19,1,
20,0,
22,1,
23,1,
24,1,
26,0,
28,0,
29,0,
30,0,
31,1,
32,1,
33,1,
34,0,
35,1,
36,1,
37,0,
38,0,
39,1,
40,1,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0,
50,1,
51,1,
52,1,
53,0,
54,0,
55,0,
56,0,
57,1,
59,1,
60,0,
61,0,
62,1,
63,0,
64,0,
65,1,
66,1,
68,0,
69,0,
70,0,
71,1,
72,0,
73,1,
74,0,
75,1,
76,0,
77,0,
78,0,
79,0,
80,1,
81,1,
83,1,
84,0,
85,0,
86,0,
87,1,
88,0,
89,1,
90,1,
91,1,
92,1,
93,0,
94,0,
96,0,
97,1,
98,1,
99,1,
100,0,
101,1,
102,1,
103,0,
104,0,
105,1,
106,0,
107,0,
108,0,
109,1,
110,0,
111,1,
113,1,
114,1,
115,1,
116,0,
117,1,
118,0,
119,1,
120,0,
121,0,
122,0,
124,1,
126,0,
127,1,
128,1,
130,0,
131,0,
132,0,
133,1,
134,0,
135,0,
136,0,
137,0,
139,0,
140,1,
141,0,
142,0,
143,0,
144,1,
145,1,
146,0,
147,0,
148,0,
149,1,
150,1,
152,1,
153,0,
154,1,
155,0,
156,0,
157,0,
158,1,
159,1,
160,0,
162,0,
163,1,
164,1,
165,1,
166,0,
168,0,
169,0,
170,0,
172,0,
173,1,
174,1,
176,0,
177,0,
178,1,
179,1,
180,0,
181,1,
182,1,
183,0,
184,0,
185,0,
186,0,
187,0,
189,1,
190,0,
191,0,
192,1,
194,1,
195,1,
196,0,
197,0,
198,1,
199,1,
200,0,
201,0,
202,0,
204,1,
205,0,
206,1,
208,0,
209,0,
210,0,
211,0,
212,1,
213,0,
214,0,
215,0,
216,0,
217,1,
218,0,
219,1,
221,0,
223,1,
224,1,
225,0,
226,0,
229,1,
230,1,
231,1,
232,0,
233,1,
234,1,
235,0,
236,0,
237,0,
238,1,
239,1,
242,0,
243,1,
244,0,
245,0,
246,1,
247,1,
249,1,
250,0,
252,0,
254,1,
255,0,
256,0,
257,0,
258,1,
259,1,
260,0,
261,0,
262,1,
263,0,
264,0,
265,0,
267,0,
268,1,
269,1,
270,0,
271,1,
272,0,
273,1,
274,1,
275,1,
276,1,
277,1,
278,0,
279,1,
280,0,
281,0,
282,1,
283,1,
284,0,
285,1,
286,1,
287,0,
288,0,
290,0,
291,0,
292,1,
293,0,
294,0,
295,1,
296,1,
297,0,
298,1,
299,0,
300,0,
302,0,
303,0,
304,0,
306,1,
307,0,
308,1,
310,0,
311,1,
312,1,
313,1,
314,1,
315,1,
317,0,
318,0,
319,1,
